0.99457,0.56744,0.03952,0.63316,0.81412,0.12135,0.24068,0.39102,0.75515,0.44527
0.50319,0.39456,0.96962,0.44956,0.04416,0.26888,0.73406,0.14507,0.65268,0.88830
0.07519,0.74377,0.33939,0.45646,0.12103,0.21880,0.88416,0.69619,0.57327,0.96670
0.31756,0.52407,0.72806,0.63575,0.94019,0.28531,0.45720,0.85556,0.01120,0.17353
0.42862,0.64288,0.14295,0.35239,0.09807,0.86873,0.74367,0.97856,0.21270,0.59619
0.08754,0.84050,0.40185,0.71727,0.99600,0.17888,0.20183,0.65593,0.34283,0.56994
0.27128,0.57349,0.68434,0.90076,0.78614,0.45040,0.07632,0.34748,0.15462,0.83038
0.55655,0.67163,0.91826,0.38748,0.26191,0.10166,0.81203,0.72815,0.43427,0.02102
0.40522,0.94172,0.24138,0.13835,0.87487,0.76774,0.08502,0.65540,0.56462,0.38656
0.83822,0.07541,0.27838,0.74793,0.99979,0.66250,0.35715,0.43219,0.53976,0.11648
0.23187,0.50851,0.38816,0.09689,0.96301,0.15098,0.70822,0.85608,0.44651,0.64773
0.07754,0.32238,0.58981,0.15245,0.93111,0.78073,0.87601,0.63859,0.20186,0.49079
0.92230,0.33750,0.47339,0.09593,0.60284,0.12709,0.89373,0.52864,0.72516,0.24445
0.31915,0.48683,0.51929,0.01657,0.86458,0.97784,0.21320,0.19403,0.67894,0.73857
0.80708,0.63327,0.40460,0.95024,0.73777,0.19677,0.23612,0.32286,0.01456,0.54569
0.44235,0.15169,0.82977,0.96727,0.05568,0.35221,0.21474,0.58271,0.71742,0.64357
0.14552,0.79250,0.65140,0.09905,0.80363,0.43588,0.94090,0.21247,0.39995,0.52411
0.21891,0.69595,0.42564,0.98173,0.76217,0.05563,0.38116,0.89668,0.59476,0.12290
0.40523,0.21218,0.08384,0.79048,0.95944,0.83466,0.62027,0.56448,0.31459,0.10333
0.01165,0.54076,0.92509,0.48737,0.36355,0.20181,0.16460,0.76634,0.61269,0.87856
0.09923,0.16496,0.75935,0.33183,0.54089,0.91452,0.63517,0.45392,0.82881,0.24332
0.07156,0.17815,0.34853,0.46614,0.91561,0.50695,0.26302,0.72728,0.82163,0.69447
0.91918,0.07425,0.67472,0.74982,0.84332,0.40974,0.14107,0.39232,0.51570,0.28642
0.74058,0.89657,0.63040,0.27773,0.03248,0.39128,0.15356,0.46466,0.97742,0.59486
0.30445,0.67233,0.57651,0.23225,0.97943,0.74282,0.00414,0.83018,0.48898,0.12563
0.64802,0.72883,0.10746,0.95610,0.44578,0.85089,0.56663,0.01600,0.39847,0.28777
0.85395,0.65578,0.35418,0.28224,0.74764,0.16349,0.44929,0.56257,0.97619,0.09957
0.26883,0.03410,0.96289,0.17805,0.39944,0.54003,0.60860,0.87702,0.78211,0.40531
0.06322,0.52200,0.83470,0.30356,0.27215,0.13647,0.62608,0.73770,0.43290,0.92077
0.13326,0.50681,0.06812,0.43724,0.61049,0.37012,0.96657,0.24910,0.89319,0.71729
0.28511,0.37882,0.99029,0.76108,0.00757,0.52927,0.40311,0.10843,0.89442,0.68372
0.25935,0.85050,0.48267,0.71308,0.16277,0.93299,0.39122,0.01633,0.54444,0.64931
0.02779,0.33502,0.42318,0.50032,0.26858,0.13688,0.86054,0.74254,0.98133,0.67943
0.69283,0.48728,0.09002,0.98970,0.35760,0.58221,0.84462,0.71527,0.22288,0.17386
0.24045,0.40306,0.31965,0.02796,0.76910,0.15300,0.63947,0.94546,0.59021,0.85060
0.47364,0.88960,0.33664,0.98456,0.53784,0.66498,0.07836,0.78757,0.26095,0.13290
0.98853,0.41115,0.52707,0.80441,0.18407,0.24854,0.75684,0.37132,0.07021,0.65597
0.73660,0.89893,0.10704,0.98193,0.40574,0.22958,0.56729,0.67375,0.33394,0.08439
0.93832,0.10439,0.57384,0.33587,0.07927,0.86320,0.42776,0.72676,0.24325,0.67688
0.19415,0.32791,0.51277,0.74784,0.03149,0.48773,0.83096,0.68079,0.28664,0.97008
0.83491,0.39828,0.92295,0.60268,0.79384,0.52658,0.04934,0.40141,0.17888,0.28098
0.09649,0.63560,0.88855,0.28213,0.95487,0.71138,0.39994,0.48812,0.19505,0.53315
0.94147,0.30637,0.75620,0.67354,0.17587,0.82704,0.08814,0.49152,0.58635,0.29544
0.82110,0.78129,0.26748,0.02255,0.96158,0.44559,0.10460,0.31262,0.50288,0.63034
0.58176,0.93151,0.87380,0.27953,0.37321,0.12379,0.44360,0.64727,0.73694,0.01755
